Company Name,Company Site,Company Industries,Report Link,Report Year,Mean Hourly Gap,Median Hourly Gap,Mean Bonus Gap,Median Bonus Gap,Mean Hourly Gap Part Time,Median Hourly Gap Part Time,Mean Hourly Gap Part Temp,Median Hourly Gap Part Temp,Percentage Bonus Paid Female,Percentage Bonus Paid Male,Percentage BIK Paid Female,Percentage BIK Paid Male,Q1 Female,Q1 Male,Q2 Female,Q2 Male,Q3 Female,Q3 Male,Q4 Female,Q4 Male,Percentage Employees Female,Percentage Employees Male,id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
The Revenue Commissioners,https://www.revenue.ie/,"Public Service,Government",https://www.revenue.ie/en/corporate/statutory-obligations/gender-pay-gap/documents/2022.pdf,2022.0,4.9,-0.1,,,2.1,-2.0,,,,,,,38.0,62.0,38.0,62.0,31.0,69.0,45.0,55.0,62.0,38.0,549,Galway County Council,181,,2.95,,-5.33,https://www.galway.ie/en/media/Gender%20Pay%20Gap%20Report%20for%202023.pdf,2023,-4.08,-2.42,-3.26,2.01,,,,,41.73,58.27,9.88,90.12,64.82,35.18,35.04,64.96,38.0,62.0,
ThermoFisher Scientific,https://jobs.thermofisher.com/global/en/ireland,"Manufacturing,Pharmaceutical",https://www.ppd.com/wp-content/uploads/2023/01/Gender-Pay-Gap-Report-Ireland-2022.pdf,2022.0,31.1,34.3,14.6,19.9,37.4,48.3,30.7,46.9,79.0,89.5,92.2,95.3,55.0,45.0,37.0,63.0,16.0,84.0,6.0,94.0,,,550,Gas Networks Ireland,182,8.0,5.5,4.1,5.2,https://www.gasnetworks.ie/corporate/freedom-of-information/gender-pay-gap/Gender-pay-Gap-Report-2023_Final.pdf,2023,,,1.4,-6.1,92.0,89.0,11.9,15.6,35.0,65.0,38.0,62.0,31.0,69.0,30.0,70.0,34.0,66.0,
Three Ireland,https://www.three.ie/,"Retail,Telecommunications",https://www.three.ie/pdfs/legal/gender-pay-gap-report-2022.pdf,2022.0,28.2,26.3,53.6,33.8,4.0,-2.5,15.0,7.2,86.5,87.7,67.2,66.7,54.1,45.9,58.6,41.4,44.2,55.8,28.8,71.2,,,551,Glanbia,185,18.5,18.2,23.0,19.0,https://www.glanbia.com/sites/glanbia/files/glanbia/investors/results-presentations/2023/Glanbia-Gender-Pay-Gap-Ireland-2023.pdf,2023,58.1,68.0,5.8,-11.6,98.0,96.0,10.0,16.0,64.0,36.0,61.0,39.0,49.0,51.0,37.0,63.0,53.0,47.0,
TikTok,https://www.tiktok.com/en/,"Technology,Software",https://newsroom.tiktok.com/en-ie/gpg-study-2022,2022.0,5.0,1.4,-3.4,-0.7,,,6.1,6.1,87.3,87.7,100.0,100.0,51.3,48.7,50.1,49.9,46.2,53.8,49.8,50.2,,,552,Glenveagh,187,66.6,29.2,26.5,8.5,https://glenveagh.ie/download/2023-GPG-Report,2023,,,-43.0,-57.1,76.0,64.0,72.1,50.9,27.0,73.0,35.0,65.0,30.0,70.0,20.0,80.0,28.0,72.0,
Tipperary County Council,https://www.tipperarycoco.ie/,"Public Service,Council",https://www.tipperarycoco.ie/sites/default/files/2022-12/Gender%20Pay%20Gap%20Report%202022.pdf,2022.0,0.08,-5.36,,,-4.49,0.91,3.48,-6.13,,,0.0,0.12,38.49,61.51,28.62,71.38,34.49,65.61,41.51,58.49,39.0,61.0,553,Goodbody Stockbrokers,190,100.0,38.13,100.0,46.81,https://www.goodbody.ie/docs/default-source/asset-management/goodbody_gender-pay-gap-repo0rt-2023_v6_nobleed.pdf?sfvrsn=803abd42_3,2023,64.03,70.63,37.57,71.51,0.0,1.86,67.81,44.65,54.95,45.05,57.78,42.22,33.33,66.67,15.56,84.44,,,
Tipperary Education and Training Board,https://tipperary.etb.ie,Education,https://tipperary.etb.ie/wp-content/uploads/2023/01/ETB-Gender-pay-gap-statement-2022-English-Version.docx,2022.0,10.59,0.91,,,22.9,-3.2,5.6,9.26,,,,,48.12,51.88,47.9,52.1,55.62,44.38,43.47,56.53,67.0,33.0,554,H&M Hennes & Mauritz (Ireland) Limited,195,21.8,0.1,53.4,-0.7,https://www2.hm.com/content/dam/Customer-Service/Legal/Gender%20Pay%20Gap%20Results%20IE%202023%20Final.pdf,2023,-0.7,-0.7,,,5.2,2.6,,,87.0,13.0,80.0,20.0,86.0,14.0,83.0,17.0,,,
Tirlán (formerly Glanbia Ireland),https://www.tirlan.com/,Agriculture,https://www.tirlan.com/sites/default/files/2022-12/Gender%20Pay%20Gap%20report.pdf,2022.0,18.5,15.7,24.6,-30.5,-71.2,-100.4,18.7,21.0,48.0,59.0,9.0,13.0,34.0,66.0,26.0,74.0,21.0,79.0,21.0,79.0,25.0,75.0,555,Haleon (all legal entities),196,11.7,11.1,5.4,6.9,https://www.haleon.com/content/dam/haleon/corporate/documents/gender-pay-gap/2023-ireland-gender-pay-gap-report-final.pdf.downloadasset.pdf,2023,,,-0.1,1.4,94.0,94.6,88.6,87.3,47.0,53.0,33.0,67.0,32.0,68.0,22.0,78.0,,,
TJX Ireland,https://www.tjx.com/businesses/europe/tkmaxx,Retail,https://www.tjx.com/docs/default-source/corporate-responsibility/tjx-ireland-gender-pay-gap-statement.pdf?sfvrsn=7b51bed5_1,2022.0,3.7,-0.6,11.2,-25.3,-3.1,-1.7,-5.7,-5.7,92.0,92.0,5.0,8.0,70.0,30.0,78.0,22.0,77.0,23.0,76.0,24.0,,,556,Harry Corry Interiors,197,-17.0,-1.6,-54.0,-0.3,https://careers.harrycorry.com/GenderPayGapReport_2023-12-19.pdf,2023,0.0,0.0,0.6,0.2,100.0,100.0,,,91.2,8.8,91.2,8.8,92.65,7.35,92.5,7.5,,,
TLI Group,https://www.tli.ie/,"Construction,Engineering",https://www.tli.ie/wp-content/uploads/2022/12/TLI-Group-Gender-Pay-Gap-Report-2022.pdf,2022.0,29.0,35.0,73.0,82.0,,,,,11.0,24.0,0.0,0.45,38.0,62.0,7.0,93.0,3.0,97.0,3.0,97.0,,,557,Hays Specialist Recruitment Ireland Limited,198,35.9,22.8,18.4,9.5,https://www.hays.ie/documents/d/global/hays-ireland-gender-pay-gap-report,2023,,,,,81.0,85.5,21.0,24.2,66.7,33.3,66.7,33.3,69.0,31.0,48.8,51.2,,,
Top Oil,https://www.top.ie/,Retail,https://www.top.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-Final.pdf,2022.0,25.4,37.3,49.0,58.4,-7.9,-0.6,-34.1,-32.3,32.4,56.0,100.0,100.0,61.0,39.0,63.7,36.3,59.3,40.7,25.9,74.1,47.5,52.5,558,Health Products Regulatory Authority (HPRA),199,,1.22,,2.12,https://www.hpra.ie/docs/default-source/publications-forms/corporate-policy-documents/gender-pay-gap-report-2023.pdf?sfvrsn=4,2023,-90.56,-80.88,6.84,3.68,,,,,72.0,28.0,73.0,27.0,68.0,32.0,70.0,30.0,71.0,29.0,
Trane Technologies,https://www.tranetechnologies.com/,Manufacturing,https://web.archive.org/web/20231002105306/https://www.tranetechnologies.com/content/dam/cs-corporate/pdf/company/legal/Ireland-Gender-Pay-Disclosure.pdf,2022.0,-12.88,-23.31,-96.52,1.05,-67.15,-3.82,68.82,21.61,66.94,89.57,84.3,78.07,9.79,90.21,11.4,88.6,14.51,85.49,26.94,73.06,16.0,84.0,559,Health and Safety Authority (HSA),524,,-1.54,,1.52,https://www.hsa.ie/eng/publications_and_forms/publications/corporate/hsa_gender_pay_gap_report_2023.pdf,2023,-1.16,4.84,,,,,,,48.0,52.0,61.0,39.0,52.0,48.0,54.0,46.0,54.0,46.0,
Transport Infrastructure Ireland (TII),https://www.tii.ie/,"Government,Transport,Transport",https://www.tii.ie/tii-library/reports-accounts/tii-gender-pay-gap/TII-Gender-Pay-Gap-Report-2022-FINAL.pdf,2022.0,16.26,16.36,,,,,6.59,-0.13,,,0.0,0.55,52.0,48.0,37.0,63.0,34.0,66.0,20.0,80.0,,,560,Health Service Executive (HSE),200,,12.0,,0.0,https://www.hse.ie/eng/services/publications/human-resources/hse-gpg-report-2023.pdf,2023,9.0,-13.0,20.0,24.0,,,,,76.0,24.0,79.0,21.0,82.0,18.0,73.0,27.0,78.0,22.0,
Trend Micro,https://www.trendmicro.com/en_ie/business.html,"Technology,Software",https://web.archive.org/web/20230207144834/https://www.trendmicro.com/en_ie/about/trust-center/company/ie-gender-gap.html,2022.0,9.4,6.2,4.2,-16.8,,,-17.4,-37.5,84.2,80.2,84.2,84.6,52.2,47.8,42.0,58.0,37.7,62.3,33.3,66.7,41.3,58.7,561,Heineken Ireland,203,5.6,-0.28,4.1,6.98,https://www.heinekenireland.ie/sustainability/reporting/for-publishing_gender-pay-gap-report_heineken-ireland_2023.pdf,2023,,,11.95,21.5,89.0,95.0,53.0,57.0,37.0,63.0,37.0,63.0,30.0,70.0,38.0,62.0,36.0,64.0,
Trinity College Dublin,https://www.tcd.ie/,Education,https://www.tcd.ie/hr/gender-pay-gap/tcd-gender-pay-gap-report-2022.pdf,2022.0,11.0,11.0,,,15.0,22.0,7.0,9.0,,,0.38,0.81,64.0,36.0,58.0,42.0,56.0,44.0,48.0,52.0,,,562,Henry J Lyons,204,23.0,21.0,17.0,17.0,https://henryjlyons.com/uploads/images/Gender-Pay-Gap-Report-2023.pdf,2023,,,,,91.0,96.0,,,70.0,30.0,54.0,46.0,35.0,65.0,32.0,68.0,48.0,52.0,
Tusla Child and Family Agency,https://www.tusla.ie/,"Public Service,Government",https://www.tusla.ie/uploads/content/Gender_Pay_Gap_Report_2022.pdf,2022.0,5.0,4.0,,,-1.0,-1.0,-8.0,-7.0,,,,,85.0,15.0,83.0,17.0,83.0,17.0,79.0,21.0,83.0,17.0,563,Hewlett Packard - HPE,207,25.0,13.1,20.0,13.5,https://www.hpe.com/psnow/downloadDoc/Gender%20pay%20gap%20%E2%80%93%20HPE%20Ireland%202023-a00134907eew.pdf?id=a00134907eew&isFutureVersion=true&ver=&form=false&preview=false&print=&hf=regular&r=&section=&prelaunchSection=&softrollSection=&deepLink=&utm_source=&utm_medium=&utm_campaign=&utm_content=&utm_term=,2023,-15.6,-19.5,-25.0,1.0,91.5,87.5,100.0,100.0,35.3,64.7,38.5,61.5,32.7,67.3,22.4,77.6,32.2,67.8,
Twitter Ireland,https://twitter.com/?lang=en,"Technology,Software",https://web.archive.org/web/20221229214050/https://s22.q4cdn.com/826641620/files/doc_downloads/governance/2022/12/Irish-Gender-Pay-Gap-Report-2022.pdf,2022.0,18.4,19.2,31.3,44.9,,,7.4,10.8,84.4,83.9,,,60.8,39.2,64.6,35.4,50.0,50.0,44.3,55.7,55.0,45.0,564,Hewlett Packard - HP Galway,206,36.4,10.9,17.3,1.7,https://www.hpe.com/psnow/downloadDoc/Gender%20pay%20gap%20%E2%80%93%20HPE%20Ireland%202023-a00134907eew.pdf?id=a00134907eew&isFutureVersion=true&ver=&form=false&preview=false&print=&hf=regular&r=&section=&prelaunchSection=&softrollSection=&deepLink=&utm_source=&utm_medium=&utm_campaign=&utm_content=&utm_term=,2023,0.0,0.0,14.4,3.6,,,100.0,100.0,19.7,80.3,24.7,75.3,26.0,74.0,16.9,83.1,32.2,67.8,
Uisce Éireann (Irish Water),https://www.water.ie/,"Public Service,Utilities",https://www.water.ie/news/irish-water-gender-pay-ga/IW-Gender-Pay-Gap-8-page-Booklet-Final.pdf,2022.0,7.37,5.76,13.2,7.6,,,4.48,4.5,97.0,95.0,17.0,26.0,52.0,48.0,33.0,67.0,41.0,59.0,33.0,67.0,40.0,60.0,565,Health Information and Quality Authority (HIQA),208,,4.34,,3.92,https://www.hiqa.ie/sites/default/files/2023-12/HIQA-Gender-Pay-Gap-Report-2023.pdf,2023,38.72,37.57,14.03,38.08,,,,,66.0,34.0,68.0,32.0,79.0,21.0,75.0,25.0,72.0,28.0,
Ulster Bank,https://www.ulsterbank.ie/,"Banking,Financial",https://web.archive.org/web/20230325164112/https://www.ulsterbank.ie/content/dam/Ulster/documents/group/GenderPayGap_2022_UB.pdf,2022.0,26.0,28.0,42.4,48.0,23.7,32.3,-28.8,-38.6,58.4,67.7,100.0,100.0,78.8,21.2,71.6,28.4,55.0,45.0,43.0,57.0,,,566,Horse Racing Ireland,209,,3.62,,1.47,https://www.hri.ie/corporate/about-us/our-responsibilities/gender-pay-gap,2023,-64.3,-58.9,-1.3,1.27,,,,,,,,,,,,,46.0,54.0,
Uniphar: Hickey's Pharmacy Group Limited,https://www.uniphar.ie/,Retail,https://www.uniphar.ie/staticMedia/2yxf0fzj/hickey-s-pharmacy-group-company-gender-pay-gap-report-2022.pdf,2022.0,37.0,55.7,25.4,0.0,11.0,3.2,33.3,33.4,63.0,66.0,3.1,2.9,92.8,7.2,95.1,4.9,91.5,8.5,78.3,21.7,89.0,11.0,567,IADT,213,,9.7,,15.5,https://iadt.ie/wp-content/uploads/2023/12/IADT-Gender-Pay-Gap-Report-2023.pdf,2023,37.0,50.9,0.4,0.0,,,,,54.0,46.0,65.0,35.0,50.0,50.0,48.0,52.0,,,
Uniphar: McCauley Pharmacy,https://www.mccauley.ie/,Retail,https://www.mccauley.ie/mccauley-gender-pay-report,2022.0,38.08,20.95,34.95,4.51,3.41,3.07,-0.83,-3.03,62.82,74.73,1.11,8.6,,,,,,,,,85.5,14.5,568,IBM,216,-4.9,6.4,11.3,11.5,https://www.ibm.com/downloads/cas/GJXYBRX4,2023,9.1,2.6,1.0,10.3,94.8,96.4,100.0,100.0,36.7,63.3,30.8,69.2,23.6,76.4,23.9,76.1,,,
Uniphar: Medtech (formerly SISK Healthcare),https://www.unipharmedtech.com/,"Technology,Hardware,Medical",https://www.uniphar.ie/staticMedia/kluhiorl/sisk-healthcare-unlimited-company-gender-pay-gap-report-2022.pdf,2022.0,25.9,28.4,35.4,26.2,-53.9,-43.5,-36.9,-12.2,83.0,92.0,72.4,85.4,52.2,47.8,54.4,45.6,36.8,63.2,36.2,63.8,45.0,55.0,569,ICON Clinical Research Limited (Ireland),217,48.0,16.0,22.8,13.2,https://icon.widen.net/content/t0ffc9sjw4/original/ICR_Ireland_2023_Gender_Pay_Gap_Report.pdf?u=mnr6mn&download=false,2023,-65.4,-48.8,-33.8,-29.0,80.8,81.8,75.3,80.3,68.0,32.0,66.0,34.0,67.0,33.0,52.0,48.0,63.0,37.0,
Uniphar: Uniphar Wholesale Limited,https://www.uniphar.ie/,Pharmaceutical,https://www.uniphar.ie/staticMedia/pwrplfyh/uniphar-wholesale-limited-gender-pay-gap-report-2022.pdf,2022.0,14.3,-1.1,42.7,7.1,0.0,0.0,9.1,1.5,82.0,80.0,24.1,24.1,61.7,38.3,50.7,49.3,65.7,34.3,48.9,51.1,57.0,43.0,570,IDA Ireland,218,,9.0,,4.0,https://www.idaireland.com/getmedia/312fb46c-111e-40f2-819e-7cc06e4aeb65/IDA-Gender-Pay-Gap-Report-2023.pdf?ext=.pdf,2023,,,1.2,2.9,,,,,40.8,59.2,58.7,41.3,34.8,65.2,28.6,71.4,,,
United Drug (part of PHX Ireland),https://www.united-drug.com/,Pharmaceutical,https://issuu.com/lloydspharmacyireland/docs/gender_pay_reporting_published_36_,2022.0,10.96,3.02,25.38,9.9,-2.48,0.84,,,85.37,83.64,6.18,5.57,64.0,36.0,46.0,54.0,48.0,52.0,47.0,53.0,51.15,48.84,571,IKEA Ireland,219,22.5,4.8,8.2,1.1,https://www.ikea.com/ie/en/files/pdf/dd/77/dd77cf17/ikea-ie-gender-report-2023-final.pdf,2023,-0.1,1.8,,,,,,,60.1,39.9,59.0,41.0,54.5,45.5,50.0,50.0,55.9,44.1,
University College Cork (UCC),https://www.ucc.ie/,Education,https://www.ucc.ie/en/media/aboutucc/presidentx27soffice/documents/UniversityCollegeCorkGenderPayGapReport2022.pdf,2022.0,16.06,17.37,,,14.61,-3.43,10.03,0.0,,,,,62.47,37.53,63.76,36.24,55.59,44.41,44.0,56.0,56.5,43.5,572,Infosys BPM,221,5.8,3.4,1.4,0.1,https://www.infosysbpm.com/ireland/documents/infosys-bpm-gender-pay-gap-report-2023.pdf,2023,1.1,4.6,1.7,0.0,79.8,82.2,4.5,5.8,46.2,53.8,38.1,61.9,42.7,57.3,40.7,59.3,,,
University College Dublin (UCD),https://www.ucd.ie/,Education,https://www.ucd.ie/equality/t4media/UCD%20Gender%20Pay%20Gap%20Report%20%20%20(1).pdf,2022.0,7.71,7.66,,,4.15,-4.15,2.76,2.53,,,0.08,0.34,60.91,39.09,59.22,40.78,56.25,43.75,51.76,48.24,,,573,Intel Ireland (Overall),222,8.2,6.5,0.2,8.3,https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2023-11/2023-ireland-gender-report-final-1.pdf,2023,42.8,41.1,-12.8,-53.0,98.0,98.5,97.1,96.5,24.3,75.7,13.9,86.1,12.5,87.5,16.9,83.1,,,
University of Galway,https://www.universityofgalway.ie/,Education,https://www.universityofgalway.ie/media/equality/ovpedi/files/University-of-Galway-GPG-Report-20221222--(Final).pdf,2022.0,18.6,15.5,,,35.8,8.6,3.6,-4.1,,,,,58.3,41.7,70.6,29.4,59.6,40.4,43.9,56.1,58.0,42.0,574,Intel Ireland Limited,525,-9.2,2.7,1.9,9.0,https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2023-11/2023-ireland-gender-report-final-1.pdf,2023,26.1,26.1,-4.8,-1.3,98.7,99.4,97.1,97.3,24.3,75.7,13.4,86.6,9.7,90.3,17.5,82.5,,,
University of Limerick,https://www.ul.ie/,Education,https://www.ul.ie/media/29827/download?inline,2022.0,5.0,10.0,,,2.0,4.0,5.0,4.0,,,,,60.0,40.0,59.0,41.0,56.0,44.0,48.0,52.0,,,575,Intel R&D Ireland Limited,526,49.0,23.7,45.1,30.2,https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2023-11/2023-ireland-gender-report-final-1.pdf,2023,,,-7.71,0.1,95.2,93.9,93.5,2.9,32.2,67.8,23.4,76.6,17.6,82.4,8.8,91.2,,,
UPMC Aut Even Hospital,https://upmc.ie,Healthcare,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022.0,3.2,-0.3,0.0,0.0,-27.6,-47.6,-23.4,21.2,0.0,0.0,0.8,0.0,81.0,19.0,87.0,13.0,89.0,11.0,77.0,23.0,83.0,17.0,576,Intel Ireland Limited,525,1.7,1.8,9.1,7.4,https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2022-11/ireland-gender-report-final-112022.pdf,2022,-14.8,-14.8,11.3,6.1,95.8,7.0,89.6,91.6,23.0,77.0,13.2,86.8,8.4,91.6,18.9,81.1,,,
UPMC Ireland (all entities),https://upmc.ie/,Healthcare,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022.0,19.3,7.0,45.7,9.6,-19.7,-51.6,17.4,0.6,2.0,4.6,1.3,2.5,77.0,23.0,80.0,20.0,83.0,17.0,67.0,33.0,77.0,23.0,577,Intel R&D Ireland Limited,526,39.2,22.9,36.9,33.0,https://www.intel.ie/content/dam/www/central-libraries/us/en/documents/2022-11/ireland-gender-report-final-112022.pdf,2022,24.1,36.2,-55.6,-11.2,93.8,97.4,84.4,89.1,31.6,68.4,25.9,74.1,16.6,83.4,8.8,91.2,,,
UPMC Kildare Hospital,https://upmc.ie,Healthcare,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022.0,-14.5,-44.1,0.0,0.0,-10.8,-50.7,1.6,8.1,0.0,0.0,0.0,0.0,80.0,20.0,86.0,14.0,97.0,3.0,89.0,11.0,88.0,12.0,578,IQVIA RDS Ireland Limited,223,11.0,9.0,15.0,8.0,https://www.iqvia.com/-/media/iqvia/pdfs/about-us/2023-ireland-gpr.pdf,2023,54.0,53.0,-61.0,28.0,90.3,85.7,90.3,85.7,63.0,37.0,76.0,24.0,74.0,26.0,58.0,42.0,,,
UPMC Whitfield Hospital,https://upmc.ie,Healthcare,https://imws.azureedge.net/-/media/project/upmc/ireland/documents/news/2023/upmc-gender-pay-gap-report-2022.pdf?rev=6f08f5b847c6486b904f8621838a54bd&hash=E7C43FEA2CCD4D3F47190736DF18C7B4,2022.0,17.5,4.2,41.2,57.1,-32.4,-64.3,24.0,-8.2,2.1,4.2,2.1,4.2,75.0,25.0,72.0,28.0,77.0,23.0,67.0,33.0,73.0,27.0,579,Irish Cancer Society,225,,5.0,,-3.0,https://www.cancer.ie/sites/default/files/2023-12/Gender%20pay%20gap%20report%202023_vF.pdf,2023,9.0,3.0,3.0,2.0,,,,,95.0,5.0,88.0,12.0,94.0,6.0,92.0,8.0,93.0,7.0,
Utmost International Ireland,https://utmostinternational.com/,Financial,https://web.archive.org/web/20231031064322/https://utmostinternational.com/wp-content/uploads/2022/12/Utmost-International-Ireland-Gender-Pay-Gap-Report-2022.pdf,2022.0,19.0,12.0,23.0,10.0,29.0,35.0,19.0,-2.0,89.0,83.0,74.0,66.0,50.0,50.0,69.0,31.0,57.0,43.0,43.0,57.0,54.8,45.2,580,Irish Distillers ,226,9.9,9.6,0.0,8.0,https://www.irishdistillers.ie/wp-content/uploads/2023/12/Irish-Distillers-Gender-Pay-Gap-Report_-December-2023.pdf,2023,-39.9,-31.6,5.0,5.9,73.2,75.9,95.2,95.9,40.0,60.0,36.0,64.0,37.0,63.0,32.0,68.0,36.0,64.0,
Valeo Foods,https://www.valeofoodsgroup.com/,Food & Drink,https://valeofoods.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Narrative-FINAL.pdf,2022.0,11.43,-1.55,54.6,33.12,29.29,9.24,,,76.43,68.07,8.57,27.71,24.58,75.42,33.05,66.95,28.81,71.19,32.2,67.8,29.0,71.0,581,Irish Prison Service: Civilian Grades,228,,15.13,,17.43,https://www.irishprisons.ie/wp-content/uploads/documents_pdf/IPS-Gender-Pay-Gap-Report-2023.pdf,2023,10.73,6.69,,,,,,,75.0,25.0,74.0,26.0,63.0,37.0,59.0,41.0,,,
Veolia,https://www.veolia.ie/,Utilities,https://www.veolia.ie/sites/g/files/dvc2576/files/document/2022/12/2022%20Gender%20and%20Pay%20gap%20report.pdf,2022.0,16.36,20.0,8.68,12.65,,,22.74,33.97,72.28,57.84,85.15,86.31,32.61,67.39,18.12,81.88,11.15,88.49,10.79,89.21,18.23,81.77,582,Irish Prison Service: Prison Grades,229,,1.66,,1.11,https://www.irishprisons.ie/wp-content/uploads/documents_pdf/IPS-Gender-Pay-Gap-Report-2023.pdf,2023,-6.03,-1.26,,,,,,,22.0,78.0,19.0,81.0,19.0,81.0,19.0,81.0,,,
Verizon Connect,https://www.verizonconnect.com/ie/,"Technology,Software",https://static.verizonconnect.com/verizonconnect/digital/legal/Verizon-Connect-Development-Limited-Gender-Pay-Gap-Report-2022.pdf,2022.0,22.3,10.3,45.3,7.1,,,,,77.5,87.7,78.8,86.1,30.9,69.1,29.6,70.4,24.7,75.3,13.6,86.4,,,583,Irish Wheelchair Association,231,,3.87,,-0.67,https://www.iwa.ie/app/uploads/2023/12/IWA-Gender-Pay-Gap-2023.pdf,2023,-3.52,-1.08,-6.56,-14.69,,,0.27,3.06,74.46,25.54,80.5,19.5,83.21,16.79,73.88,26.12,78.0,22.0,
Version 1,https://www.version1.com/,Professional Services,https://www.version1.com/wp-content/uploads/2022/11/Gender-Pay-Gap-Report-Ireland-2022.pdf,2022.0,32.63,30.57,62.1,6.8,42.24,38.46,27.95,27.44,74.0,82.0,74.0,81.0,43.4,56.6,34.6,65.4,27.1,72.9,27.1,72.9,33.1,66.9,584,Jabil Ireland,233,39.7,17.7,19.2,8.5,https://www.jabil.mx/dam/jcr:50929ca0-7827-4c83-af80-6d4321087430/2023%20Ireland%20Gender%20Pay%20Gap%20Report.pdf,2023,38.5,24.6,5.8,7.4,77.5,79.0,20.1,20.5,33.7,66.3,37.0,63.0,30.0,70.0,20.2,79.8,,,
Vertiv (formerly E+I Engineering),https://www.vertiv.com/,"Professional Services,Engineering",https://www.vertiv.com/4a53d4/globalassets/images/ei/ei_ireland-gender-pay-report-2.pdf,2022.0,9.91,4.5,-29.92,-34.63,40.62,0.0,,,0.7,0.7193,,,9.0,91.0,9.0,91.0,8.0,92.0,11.0,89.0,,,585,Jacobs,234,42.5,27.2,33.9,27.3,https://www.jacobs.com/sites/default/files/2023-12/Ireland_Gender_Pay_Gap_2023_FINAL.pdf,2023,-1.3,2.0,51.2,0.0,24.9,32.9,2.9,3.6,47.7,52.3,48.0,52.0,27.0,73.0,15.4,84.6,34.5,65.5,
VHI,https://www1.vhi.ie/,Insurance,https://www.vhi.ie/downloads/vhi-gender-pay-gap-report-2022.pdf,2022.0,21.0,19.0,31.0,18.0,51.0,50.0,36.0,-10.0,88.0,88.0,93.0,93.0,69.0,31.0,80.0,20.0,71.0,29.0,48.0,52.0,67.0,33.0,586,JD Sports Fashion,235,26.97,2.42,-9.22,0.77,https://www.jdplc.com/sites/jd-sportsfashion-plc/files/2023-12/ROI_JD_Sports_Fashion_Plc_GPG_2023_final_v2.pdf,2023,,,,,66.0,34.0,62.5,37.5,66.79,33.21,58.21,41.79,56.72,43.28,60.07,33.93,,,
Viatris: McDermott Laboratories,https://www.viatris.ie/,Pharmaceutical,https://www.viatris.ie/-/media/project/common/viatrisie/pdfs/ireland_gender_pay_gap_report_2022_final.pdf,2022.0,9.13,10.06,5.96,-4.95,-36.0,-22.0,8.0,3.13,87.6,87.59,86.82,86.39,50.83,49.17,36.78,63.22,38.43,61.57,32.65,67.35,39.64,60.36,587,John Paul Construction,237,76.0,41.0,0.0,29.0,https://www.johnpaul.ie/wp-content/uploads/2023/01/Gender-Pay-Gap-Report-2023.pdf,2023,,,,,78.0,86.0,59.0,77.0,38.0,62.0,18.0,82.0,8.0,92.0,10.0,90.0,19.0,81.0,
Viatris: Mylan Teoranta,https://www.viatris.ie/,Pharmaceutical,https://www.viatris.ie/-/media/project/common/viatrisie/pdfs/ireland_gender_pay_gap_report_2022_final.pdf,2022.0,9.16,14.39,9.5,9.88,42.0,47.0,8.0,10.59,85.09,90.79,85.96,80.92,63.64,36.36,38.8,61.2,27.27,72.73,41.79,58.21,42.86,57.14,588,John Sisk and Son,238,18.66,11.87,0.0,19.64,https://www.johnsiskandson.com/uploads/pdf/Gender-Pay-Gap-Report-2023-IRL.pdf,2023,-67.34,-115.36,-13.6,-0.94,69.84,72.24,13.76,49.55,20.14,79.86,22.74,77.26,10.63,89.37,9.97,90.03,16.0,84.0,
Viatris: Rottapharm Limited,https://www.viatris.ie/,Pharmaceutical,https://www.viatris.ie/-/media/project/common/viatrisie/pdfs/ireland_gender_pay_gap_report_2022_final.pdf,2022.0,13.04,6.38,20.39,-2.15,12.0,63.0,-100.0,-100.0,81.88,78.89,85.51,68.84,48.81,51.19,41.67,58.33,45.24,54.76,27.38,72.62,40.95,59.05,589,Kellanova (Kellogg Europe Trading Limited),241,70.9,43.79,56.23,35.22,https://www.kelloggs.ie/content/dam/europe/kelloggs_ie/pdf/KELLANOVA_GPG_IRELAND_2023.pdf,2023,,,40.68,40.68,87.0,89.0,86.0,86.0,75.0,25.0,75.0,25.0,69.0,31.0,44.0,56.0,65.0,35.0,
